ENSG	NCBI	HGNCID	chr	uniprot	symbol	name
ENSG00000168653	4725	HGNC:7712	1p34.3	O43920	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
ENSG00000145494	4726	HGNC:7713	5p15.33	O75380	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6
ENSG00000115286	374291	HGNC:7714	19p13.3	O75251	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7
ENSG00000110717	4728	HGNC:7715	11q13.2	O00217	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8
ENSG00000167792	4723	HGNC:7716	11q13.2	P49821	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
ENSG00000178127	4729	HGNC:7717	18p11.22	P19404	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2
ENSG00000160194	4731	HGNC:7719	21q22.3	P56181	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3
ENSG00000183091	4703	HGNC:7720	2q23.3	P20929	NEB	nebulin
ENSG00000139350	121441	HGNC:7723	12q23.1	Q8NHV4	NEDD1	neural precursor cell expressed, developmentally down-regulated 1
ENSG00000069869	4734	HGNC:7727	15q21.3	P46934	NEDD4	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase
ENSG00000049759	23327	HGNC:7728	18q21.31	Q96PU5	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
ENSG00000168385	4735	HGNC:7729	2q37.3	Q15019	SEPT2	septin 2
ENSG00000152092	460	HGNC:773	1q25.2	O14525	ASTN1	astrotactin 1
ENSG00000129559	4738	HGNC:7732	14q12	Q15843	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
ENSG00000111859	4739	HGNC:7733	6p24.2	Q14511	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
ENSG00000104722	4741	HGNC:7734	8p21.2	P07197	NEFM	neurofilament medium
ENSG00000100285	4744	HGNC:7737	22q12.2	P12036	NEFH	neurofilament heavy
ENSG00000137601	4750	HGNC:7744	4q33	Q96PY6	NEK1	NIMA related kinase 1
ENSG00000117650	4751	HGNC:7745	1q32.3	P51955	NEK2	NIMA related kinase 2
ENSG00000136098	4752	HGNC:7746	13q14.3	P51956	NEK3	NIMA related kinase 3
ENSG00000197168	341676	HGNC:7748	13q14.3	Q6P3R8	NEK5	NIMA related kinase 5
ENSG00000119408	10783	HGNC:7749	9q33.3	Q9HC98	NEK6	NIMA related kinase 6
ENSG00000117601	462	HGNC:775	1q25.1	P01008	SERPINC1	serpin family C member 1
ENSG00000165973	4745	HGNC:7750	11p15.1	Q92832	NELL1	neural EGFL like 1
ENSG00000184613	4753	HGNC:7751	12q12	Q99435	NELL2	neural EGFL like 2
ENSG00000067141	4756	HGNC:7754	15q24.1	Q92859	NEO1	neogenin 1
ENSG00000132688	10763	HGNC:7756	1q23.1	P48681	NES	nestin
ENSG00000204386	4758	HGNC:7758	6p21.33	Q99519	NEU1	neuraminidase 1
ENSG00000115488	4759	HGNC:7759	2q37.1	Q9Y3R4	NEU2	neuraminidase 2
ENSG00000162139	10825	HGNC:7760	11q13.5	Q9UQ49	NEU3	neuraminidase 3
ENSG00000107954	9148	HGNC:7761	10q24.33	O76050	NEURL1	neuralized E3 ubiquitin protein ligase 1
ENSG00000162992	4760	HGNC:7762	2q31.3	Q13562	NEUROD1	neuronal differentiation 1
ENSG00000171532	4761	HGNC:7763	17q12	Q15784	NEUROD2	neuronal differentiation 2
ENSG00000181965	4762	HGNC:7764	5q31.1	Q92886	NEUROG1	neurogenin 1
ENSG00000196712	4763	HGNC:7765	17q11.2	P21359	NF1	neurofibromin 1
ENSG00000140836	388289	HGNC:777	16q22.2-q22.3	Q15911	ZFHX3	zinc finger homeobox 3
ENSG00000140836	463	HGNC:777	16q22.2-q22.3	Q15911	ZFHX3	zinc finger homeobox 3
ENSG00000186575	4771	HGNC:7773	22q12.2	P35240	NF2	neurofibromin 2
ENSG00000102908	10725	HGNC:7774	16q22.1	O94916	NFAT5	nuclear factor of activated T cells 5
ENSG00000131196	4772	HGNC:7775	18q23	O95644	NFATC1	nuclear factor of activated T cells 1
ENSG00000101096	4773	HGNC:7776	20q13.2	Q13469	NFATC2	nuclear factor of activated T cells 2
ENSG00000072736	4775	HGNC:7777	16q22.1	Q12968	NFATC3	nuclear factor of activated T cells 3
ENSG00000100968	4776	HGNC:7778	14q12	Q14934	NFATC4	nuclear factor of activated T cells 4
ENSG00000123405	4778	HGNC:7780	12q13	Q16621	NFE2	nuclear factor, erythroid 2
ENSG00000082641	4779	HGNC:7781	17q21.3	Q14494	NFE2L1	nuclear factor, erythroid 2 like 1
ENSG00000116044	4780	HGNC:7782	2q31.2	Q16236	NFE2L2	nuclear factor, erythroid 2 like 2
ENSG00000050344	9603	HGNC:7783	7p15.2	Q9Y4A8	NFE2L3	nuclear factor, erythroid 2 like 3
ENSG00000162599	4774	HGNC:7784	1p31.3	Q12857	NFIA	nuclear factor I A
ENSG00000147862	4781	HGNC:7785	9p23-p22.3	O00712	NFIB	nuclear factor I B
ENSG00000141905	4782	HGNC:7786	19p13.3	P08651	NFIC	nuclear factor I C
ENSG00000165030	4783	HGNC:7787	9q22.31	Q16649	NFIL3	nuclear factor, interleukin 3 regulated
ENSG00000008441	4784	HGNC:7788	19p13.13	Q14938	NFIX	nuclear factor I X
ENSG00000167654	85300	HGNC:779	19p13.3	Q86WG3	ATCAY	ATCAY, caytaxin
ENSG00000109320	4790	HGNC:7794	4q24	P19838	NFKB1	nuclear factor kappa B subunit 1
ENSG00000077150	4791	HGNC:7795	10q24.32	Q00653	NFKB2	nuclear factor kappa B subunit 2
ENSG00000100906	4792	HGNC:7797	14q13.2	P25963	NFKBIA	NFKB inhibitor alpha
ENSG00000104825	4793	HGNC:7798	19q13.1	Q15653	NFKBIB	NFKB inhibitor beta
ENSG00000146232	4794	HGNC:7799	6p21.1	O00221	NFKBIE	NFKB inhibitor epsilon
ENSG00000099204	3983	HGNC:78	10q25.3	O14639	ABLIM1	actin binding LIM protein 1
ENSG00000204498	4795	HGNC:7800	6p21.33	Q9UBC1	NFKBIL1	NFKB inhibitor like 1
ENSG00000160949	4796	HGNC:7801	8q24.3	Q96HA7	TONSL	tonsoku like, DNA repair protein
ENSG00000170322	4798	HGNC:7802	11q24.3	Q6P4R8	NFRKB	nuclear factor related to kappaB binding protein
ENSG00000086102	4799	HGNC:7803	9p12	Q12986	NFX1	nuclear transcription factor, X-box binding 1
ENSG00000001167	4800	HGNC:7804	6p21.1	P23511	NFYA	nuclear transcription factor Y subunit alpha
ENSG00000120837	4801	HGNC:7805	12q23.3	P25208	NFYB	nuclear transcription factor Y subunit beta
ENSG00000066136	4802	HGNC:7806	1p34.2	Q13952	NFYC	nuclear transcription factor Y subunit gamma
ENSG00000066248	25791	HGNC:7807	2q37.1	Q8N5V2	NGEF	neuronal guanine nucleotide exchange factor
ENSG00000134259	4803	HGNC:7808	1p13.2	P01138	NGF	nerve growth factor
ENSG00000064300	4804	HGNC:7809	17q21.33	P08138	NGFR	nerve growth factor receptor
ENSG00000171786	4807	HGNC:7817	1q23.2	Q02575	NHLH1	nescient helix-loop-helix 1
ENSG00000177551	4808	HGNC:7818	1p13.1	Q02577	NHLH2	nescient helix-loop-helix 2
ENSG00000100138	4809	HGNC:7819	22q13.2	P55769	SNU13	small nuclear ribonucleoprotein 13
ENSG00000107669	11101	HGNC:782	10q26.13	O95260	ATE1	arginyltransferase 1
ENSG00000188158	4810	HGNC:7820	Xp22.2-p22.13	Q6T4R5	NHS	NHS actin remodeling regulator
ENSG00000116962	4811	HGNC:7821	1q42.3	P14543	NID1	nidogen 1
ENSG00000131669	4814	HGNC:7824	9q22.31	Q92982	NINJ1	ninjurin 1
ENSG00000171840	4815	HGNC:7825	12p13.33	Q9NZG7	NINJ2	ninjurin 2
ENSG00000184117	8508	HGNC:7827	22q12.2	Q9BPW8	NIPSNAP1	nipsnap homolog 1
ENSG00000158793	4817	HGNC:7828	1q23.3	Q86X76	NIT1	nitrilase 1
ENSG00000123268	466	HGNC:783	12q13.12	P18846	ATF1	activating transcription factor 1
ENSG00000105374	4818	HGNC:7830	19q13.41	Q16617	NKG7	natural killer cell granule protein 7
ENSG00000114857	4820	HGNC:7833	3p22.1	P30414	NKTR	natural killer cell triggering receptor
ENSG00000125820	4821	HGNC:7835	20p11.22	O95096	NKX2-2	NK2 homeobox 2
ENSG00000119919	159296	HGNC:7836	10q24.2	Q8TAU0	NKX2-3	NK2 homeobox 3
ENSG00000125816	644524	HGNC:7837	20p11.22	Q9H2Z4	NKX2-4	NK2 homeobox 4
ENSG00000167034	4824	HGNC:7838	8p21.2	Q99801	NKX3-1	NK3 homeobox 1
ENSG00000163623	4825	HGNC:7839	4q21.23	P78426	NKX6-1	NK6 homeobox 1
ENSG00000115966	1386	HGNC:784	2q31.1	P15336	ATF2	activating transcription factor 2
ENSG00000197696	4828	HGNC:7842	15q25.2	P08949	NMB	neuromedin B
ENSG00000135577	4829	HGNC:7843	6q24.1	P28336	NMBR	neuromedin B receptor
ENSG00000239672	4830	HGNC:7849	17q21.33	P15531	NME1	NME/NM23 nucleoside diphosphate kinase 1
ENSG00000162772	467	HGNC:785	1q32.3	P18847	ATF3	activating transcription factor 3
ENSG00000243678	4831	HGNC:7850	17q21.33	P22392	NME2	NME/NM23 nucleoside diphosphate kinase 2
ENSG00000103024	4832	HGNC:7851	16p13.3	Q13232	NME3	NME/NM23 nucleoside diphosphate kinase 3
ENSG00000103202	4833	HGNC:7852	16p13.3	O00746	NME4	NME/NM23 nucleoside diphosphate kinase 4
ENSG00000112981	8382	HGNC:7853	5q31.2	P56597	NME5	NME/NM23 family member 5
ENSG00000123609	9111	HGNC:7854	2q23.3	Q13287	NMI	N-myc and STAT interactor
ENSG00000124588	4835	HGNC:7856	6p25.2	P16083	NQO2	N-ribosyldihydronicotinamide:quinone reductase 2
ENSG00000136448	4836	HGNC:7857	17q21.31	P30419	NMT1	N-myristoyltransferase 1
ENSG00000152465	9397	HGNC:7858	10p13	O60551	NMT2	N-myristoyltransferase 2
ENSG00000109255	10874	HGNC:7859	4q12	P48645	NMU	neuromedin U
ENSG00000128272	468	HGNC:786	22q13.1	P18848	ATF4	activating transcription factor 4
ENSG00000053438	4826	HGNC:7860	20q11.23	Q16517	NNAT	neuronatin
ENSG00000166741	4837	HGNC:7861	11q23.1	P40261	NNMT	nicotinamide N-methyltransferase
ENSG00000112992	23530	HGNC:7863	5p12	Q13423	NNT	nicotinamide nucleotide transhydrogenase
ENSG00000131148	10328	HGNC:7864	16q24.1	O43402	EMC8	ER membrane protein complex subunit 8
ENSG00000156574	4838	HGNC:7865	10q22.1	Q96S42	NODAL	nodal growth differentiation factor
ENSG00000183691	9241	HGNC:7866	17q22	Q13253	NOG	noggin
ENSG00000111641	4839	HGNC:7867	12p13.31	P46087	NOP2	NOP2 nucleolar protein
ENSG00000140939	8996	HGNC:7869	16q22.1	O60936	NOL3	nucleolar protein 3
ENSG00000101746	8715	HGNC:7870	18q12.1	O94818	NOL4	nucleolar protein 4
ENSG00000147140	4841	HGNC:7871	Xq13.1	Q15233	NONO	non-POU domain containing octamer binding
ENSG00000089250	4842	HGNC:7872	12q24.22	P29475	NOS1	nitric oxide synthase 1
ENSG00000007171	4843	HGNC:7873	17q11.2	P35228	NOS2	nitric oxide synthase 2
ENSG00000164867	4846	HGNC:7876	7q36.1	P29474	NOS3	nitric oxide synthase 3
ENSG00000125107	23019	HGNC:7877	16q21	A5YKK6	CNOT1	CCR4-NOT transcription complex subunit 1
ENSG00000111596	4848	HGNC:7878	12q15	Q9NZN8	CNOT2	CCR4-NOT transcription complex subunit 2
ENSG00000088038	4849	HGNC:7879	19q13.42	O75175	CNOT3	CCR4-NOT transcription complex subunit 3
ENSG00000080802	4850	HGNC:7880	7q33	O95628	CNOT4	CCR4-NOT transcription complex subunit 4
ENSG00000148400	4851	HGNC:7881	9q34.3	P46531	NOTCH1	notch 1
ENSG00000134250	4853	HGNC:7882	1p12	Q04721	NOTCH2	notch 2
ENSG00000074181	4854	HGNC:7883	19p13.12	Q9UM47	NOTCH3	notch 3
ENSG00000204301	4855	HGNC:7884	6p21.32	Q99466	NOTCH4	notch 4
ENSG00000136999	4856	HGNC:7885	8q24.12	P48745	NOV	nephroblastoma overexpressed
ENSG00000139910	4857	HGNC:7886	14q12	P51513	NOVA1	NOVA alternative splicing regulator 1
ENSG00000104967	4858	HGNC:7887	19q13.32	Q9UNW9	NOVA2	NOVA alternative splicing regulator 2
ENSG00000007952	27035	HGNC:7889	Xq22.1	Q9Y5S8	NOX1	NADPH oxidase 1
ENSG00000074771	50508	HGNC:7890	6q25.3	Q9HBY0	NOX3	NADPH oxidase 3
ENSG00000086991	50507	HGNC:7891	11q14.3	Q9NPH5	NOX4	NADPH oxidase 4
ENSG00000198805	4860	HGNC:7892	14q11.2	P00491	PNP	purine nucleoside phosphorylase
ENSG00000130751	4861	HGNC:7894	19q13.32	Q99742	NPAS1	neuronal PAS domain protein 1
ENSG00000170485	4862	HGNC:7895	2q11.2	Q99743	NPAS2	neuronal PAS domain protein 2
ENSG00000149308	4863	HGNC:7896	11q22.3	Q14207	NPAT	nuclear protein, coactivator of histone transcription
ENSG00000141458	4864	HGNC:7897	18q11.2	O15118	NPC1	NPC intracellular cholesterol transporter 1
ENSG00000015520	29881	HGNC:7898	7p13	Q9UHC9	NPC1L1	NPC1 like intracellular cholesterol transporter 1
ENSG00000107281	56654	HGNC:7899	9q34.3	Q9NQX5	NPDC1	neural proliferation, differentiation and control 1
ENSG00000175164	28	HGNC:79	9q34.2	P16442	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
ENSG00000169136	22809	HGNC:790	19q13.33	Q9Y2D1	ATF5	activating transcription factor 5
ENSG00000141279	9520	HGNC:7900	17q21.32	P55786	NPEPPS	aminopeptidase puromycin sensitive
ENSG00000139574	8620	HGNC:7901	12q13.13	O15130	NPFF	neuropeptide FF-amide peptide precursor
ENSG00000144061	4867	HGNC:7905	2q13	O15259	NPHP1	nephrocystin 1
ENSG00000113971	27031	HGNC:7907	3q22.1	Q7Z494	NPHP3	nephrocystin 3
ENSG00000161270	4868	HGNC:7908	19q13.12	O60500	NPHS1	NPHS1, nephrin
ENSG00000183426	102724993	HGNC:7909	16p13.11	Q9UND3	NPIPA1	nuclear pore complex interacting protein family member A1
ENSG00000183426	9284	HGNC:7909	16p13.11	Q9UND3	NPIPA1	nuclear pore complex interacting protein family member A1
ENSG00000118217	22926	HGNC:791	1q23.3	P18850	ATF6	activating transcription factor 6
ENSG00000181163	4869	HGNC:7910	5q35.1	P06748	NPM1	nucleophosmin 1
ENSG00000170653	11016	HGNC:792	12q13.13	P17544	ATF7	activating transcription factor 7
ENSG00000158806	10361	HGNC:7930	8p21.3	Q86SE8	NPM2	nucleophosmin/nucleoplasmin 2
ENSG00000107833	10360	HGNC:7931	10q24.32	O75607	NPM3	nucleophosmin/nucleoplasmin 3
ENSG00000175206	4878	HGNC:7939	1p36.22	P01160	NPPA	natriuretic peptide A
ENSG00000138363	471	HGNC:794	2q35	P31939	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
ENSG00000120937	4879	HGNC:7940	1p36.22	P16860	NPPB	natriuretic peptide B
ENSG00000163273	4880	HGNC:7941	2q37.1	P23582	NPPC	natriuretic peptide C
ENSG00000169418	4881	HGNC:7943	1q21.3	P16066	NPR1	natriuretic peptide receptor 1
ENSG00000159899	4882	HGNC:7944	9p13.3	P20594	NPR2	natriuretic peptide receptor 2
ENSG00000113389	4883	HGNC:7945	5p13.3	P17342	NPR3	natriuretic peptide receptor 3
ENSG00000149311	472	HGNC:795	11q22.3	Q13315	ATM	ATM serine/threonine kinase
ENSG00000171246	4884	HGNC:7952	17q25.3	Q15818	NPTX1	neuronal pentraxin 1
ENSG00000106236	4885	HGNC:7953	7q22.1	P47972	NPTX2	neuronal pentraxin 2
ENSG00000221890	23467	HGNC:7954	22q13.1	O95502	NPTXR	neuronal pentraxin receptor
ENSG00000122585	4852	HGNC:7955	7p15.3	P01303	NPY	neuropeptide Y
ENSG00000164128	4886	HGNC:7956	4q32.2	P25929	NPY1R	neuropeptide Y receptor Y1
ENSG00000185149	4887	HGNC:7957	4q32.1	P49146	NPY2R	neuropeptide Y receptor Y2
ENSG00000164129	4889	HGNC:7958	4q32.2	Q15761	NPY5R	neuropeptide Y receptor Y5
ENSG00000169297	190	HGNC:7960	Xp21.2	P51843	NR0B1	nuclear receptor subfamily 0 group B member 1
ENSG00000131910	8431	HGNC:7961	1p36.11	Q15466	NR0B2	nuclear receptor subfamily 0 group B member 2
ENSG00000126368	9572	HGNC:7962	17q21.1	P20393	NR1D1	nuclear receptor subfamily 1 group D member 1
ENSG00000174738	9975	HGNC:7963	3p24.2	Q14995	NR1D2	nuclear receptor subfamily 1 group D member 2
ENSG00000131408	7376	HGNC:7965	19q13.3	P55055	NR1H2	nuclear receptor subfamily 1 group H member 2
ENSG00000025434	10062	HGNC:7966	11p11.2	Q13133	NR1H3	nuclear receptor subfamily 1 group H member 3
ENSG00000012504	9971	HGNC:7967	12q23.1	Q96RI1	NR1H4	nuclear receptor subfamily 1 group H member 4
ENSG00000144852	8856	HGNC:7968	3q13.33	O75469	NR1I2	nuclear receptor subfamily 1 group I member 2
ENSG00000143257	9970	HGNC:7969	1q23.3	Q14994	NR1I3	nuclear receptor subfamily 1 group I member 3
ENSG00000172238	474	HGNC:797	4q22.2	Q92858	ATOH1	atonal bHLH transcription factor 1
ENSG00000120798	7181	HGNC:7971	12q22	P13056	NR2C1	nuclear receptor subfamily 2 group C member 1
ENSG00000177463	7182	HGNC:7972	3p25.1	P49116	NR2C2	nuclear receptor subfamily 2 group C member 2
ENSG00000112333	7101	HGNC:7973	6q21	Q9Y466	NR2E1	nuclear receptor subfamily 2 group E member 1
ENSG00000175745	7025	HGNC:7975	5q15	P10589	NR2F1	nuclear receptor subfamily 2 group F member 1
ENSG00000185551	7026	HGNC:7976	15q26.2	P24468	NR2F2	nuclear receptor subfamily 2 group F member 2
ENSG00000160113	2063	HGNC:7977	19p13.11	P10588	NR2F6	nuclear receptor subfamily 2 group F member 6
ENSG00000113580	2908	HGNC:7978	5q31.3	P04150	NR3C1	nuclear receptor subfamily 3 group C member 1
ENSG00000151623	4306	HGNC:7979	4q31	P08235	NR3C2	nuclear receptor subfamily 3 group C member 2
ENSG00000177556	475	HGNC:798	5q33.1	O00244	ATOX1	antioxidant 1 copper chaperone
ENSG00000123358	3164	HGNC:7980	12q13.13	P22736	NR4A1	nuclear receptor subfamily 4 group A member 1
ENSG00000153234	4929	HGNC:7981	2q22-q23	P43354	NR4A2	nuclear receptor subfamily 4 group A member 2
ENSG00000119508	8013	HGNC:7982	9q22	Q92570	NR4A3	nuclear receptor subfamily 4 group A member 3
ENSG00000136931	2516	HGNC:7983	9q33.3	Q13285	NR5A1	nuclear receptor subfamily 5 group A member 1
ENSG00000116833	2494	HGNC:7984	1q32.1	O00482	NR5A2	nuclear receptor subfamily 5 group A member 2
ENSG00000148200	2649	HGNC:7985	9q33.3	Q15406	NR6A1	nuclear receptor subfamily 6 group A member 1
ENSG00000197893	4892	HGNC:7988	10q25.3	Q86VF7	NRAP	nebulin related anchoring protein
ENSG00000213281	4893	HGNC:7989	1p13.2	P01111	NRAS	NRAS proto-oncogene, GTPase
ENSG00000163399	476	HGNC:799	1p13.1	P05023	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
ENSG00000115216	29959	HGNC:7993	2p23.3	Q9UHY1	NRBP1	nuclear receptor binding protein 1
ENSG00000091129	4897	HGNC:7994	7q31.1	Q92823	NRCAM	neuronal cell adhesion molecule
ENSG00000078618	4898	HGNC:7995	1p32.3	O43847	NRDC	nardilysin convertase
ENSG00000106459	4899	HGNC:7996	7q32.2	Q16656	NRF1	nuclear respiratory factor 1
ENSG00000157168	3084	HGNC:7997	8p12	Q02297	NRG1	neuregulin 1
ENSG00000158458	9542	HGNC:7998	5q31.2	O14511	NRG2	neuregulin 2
ENSG00000185737	10718	HGNC:7999	10q23.1	P56975	NRG3	neuregulin 3
ENSG00000002726	26	HGNC:80	7q36.1	P19801	AOC1	amine oxidase, copper containing 1
ENSG00000018625	477	HGNC:800	1q23.2	P50993	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
ENSG00000154146	4900	HGNC:8000	11q24.2	Q92686	NRGN	neurogranin
ENSG00000180530	8204	HGNC:8001	21q11.2-q21.1	P48552	NRIP1	nuclear receptor interacting protein 1
ENSG00000129535	4901	HGNC:8002	14q11.2-q12	P54845	NRL	neural retina leucine zipper
ENSG00000137404	11270	HGNC:8003	6p21.33	Q8IXM6	NRM	nurim
ENSG00000099250	8829	HGNC:8004	10p11.22	O14786	NRP1	neuropilin 1
ENSG00000118257	8828	HGNC:8005	2q33.3	O60462	NRP2	neuropilin 2
ENSG00000171119	4902	HGNC:8007	19p13.3	Q99748	NRTN	neurturin
ENSG00000179915	9378	HGNC:8008	2p16.3	P58400|Q9ULB1	NRXN1	neurexin 1
ENSG00000110076	9379	HGNC:8009	11q13.1	P58401|Q9P2S2	NRXN2	neurexin 2
ENSG00000105409	478	HGNC:801	19q13.2	P13637	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3
ENSG00000021645	9369	HGNC:8010	14q24.3-q31.1	Q9HDB5|Q9Y4C0	NRXN3	neurexin 3
ENSG00000108797	8506	HGNC:8011	17q21.2	P78357	CNTNAP1	contactin associated protein 1
ENSG00000198157	79366	HGNC:8013	Xq21.1	P82970	HMGN5	high mobility group nucleosome binding domain 5
ENSG00000065978	4904	HGNC:8014	1p34.2	P67809	YBX1	Y-box binding protein 1
ENSG00000073969	4905	HGNC:8016	17q21.31	P46459	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
ENSG00000035681	8439	HGNC:8017	8q12.1	Q92636	NSMAF	neutral sphingomyelinase activation associated factor
ENSG00000135318	4907	HGNC:8021	6q14.3	P21589	NT5E	5'-nucleotidase ecto
ENSG00000076685	22978	HGNC:8022	10q24.32-q24.33	P49902	NT5C2	5'-nucleotidase, cytosolic II
ENSG00000185652	4908	HGNC:8023	12p13.31	P20783	NTF3	neurotrophin 3
ENSG00000225950	4909	HGNC:8024	19q13.3	P34130	NTF4	neurotrophin 4
ENSG00000065057	4913	HGNC:8028	16p13.3	P78549	NTHL1	nth like DNA glycosylase 1
ENSG00000065320	9423	HGNC:8029	17p13.1	O95631	NTN1	netrin 1
ENSG00000162068	4917	HGNC:8030	16p13.3	O00634	NTN3	netrin 3
ENSG00000198400	4914	HGNC:8031	1q23.1	P04629	NTRK1	neurotrophic receptor tyrosine kinase 1
ENSG00000148053	4915	HGNC:8032	9q21.33	Q16620	NTRK2	neurotrophic receptor tyrosine kinase 2
ENSG00000140538	4916	HGNC:8033	15q25.3	Q16288	NTRK3	neurotrophic receptor tyrosine kinase 3
ENSG00000133636	4922	HGNC:8038	12q21.31	P30990	NTS	neurotensin
ENSG00000101188	4923	HGNC:8039	20q13.33	P30989	NTSR1	neurotensin receptor 1
ENSG00000143153	481	HGNC:804	1q24.2	P05026	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
ENSG00000169006	23620	HGNC:8040	2p25.1	O95665	NTSR2	neurotensin receptor 2
ENSG00000103274	4682	HGNC:8041	16p13.13	P53384	NUBP1	nucleotide binding protein 1
ENSG00000095906	10101	HGNC:8042	16p13.3	Q9Y5Y2	NUBP2	nucleotide binding protein 2
ENSG00000104805	4924	HGNC:8043	19q13.33	Q02818	NUCB1	nucleobindin 1
ENSG00000070081	4925	HGNC:8044	11p15.1	P80303	NUCB2	nucleobindin 2
ENSG00000090273	10726	HGNC:8045	1p36.11	Q9Y266	NUDC	nuclear distribution C, dynein complex regulator
ENSG00000106268	4521	HGNC:8048	7p22.3	P36639	NUDT1	nudix hydrolase 1
ENSG00000164978	318	HGNC:8049	9p13.3	P50583	NUDT2	nudix hydrolase 2
ENSG00000129244	482	HGNC:805	17p13.1	P14415	ATP1B2	ATPase Na+/K+ transporting subunit beta 2
ENSG00000272325	11165	HGNC:8050	6p21.31	O95989	NUDT3	nudix hydrolase 3
ENSG00000173598	11163	HGNC:8051	12q22	Q9NZJ9	NUDT4	nudix hydrolase 4
ENSG00000173598	440672	HGNC:8051	12q22	Q9NZJ9	NUDT4	nudix hydrolase 4
ENSG00000165609	11164	HGNC:8052	10p14	Q9UKK9	NUDT5	nudix hydrolase 5
ENSG00000170917	11162	HGNC:8053	4q28.1	P53370	NUDT6	nudix hydrolase 6
ENSG00000140876	283927	HGNC:8054	16q23.1	P0C024	NUDT7	nudix hydrolase 7
ENSG00000167799	254552	HGNC:8055	11q13.2	Q8WV74	NUDT8	nudix hydrolase 8
ENSG00000170502	53343	HGNC:8056	4q22.1	Q9BW91	NUDT9	nudix hydrolase 9
ENSG00000083635	26747	HGNC:8057	13q14.12	Q9UHK0	NUFIP1	nuclear FMR1 interacting protein 1
ENSG00000137497	4926	HGNC:8059	11q13.4	Q14980	NUMA1	nuclear mitotic apparatus protein 1
ENSG00000069849	483	HGNC:806	3q23	P54709	ATP1B3	ATPase Na+/K+ transporting subunit beta 3
ENSG00000133961	8650	HGNC:8060	14q24.3	P49757	NUMB	NUMB, endocytic adaptor protein
ENSG00000105245	9253	HGNC:8061	19q13.2	Q9Y6R0	NUMBL	NUMB like, endocytic adaptor protein
ENSG00000124789	9972	HGNC:8062	6p22.3	P49790	NUP153	nucleoporin 153
ENSG00000113569	9631	HGNC:8063	5p13.2	O75694	NUP155	nucleoporin 155
ENSG00000126883	8021	HGNC:8064	9q34.13	P35658	NUP214	nucleoporin 214
ENSG00000093000	10762	HGNC:8065	22q13.31	Q9UKX7	NUP50	nucleoporin 50
ENSG00000213024	23636	HGNC:8066	19q13.33	P37198	NUP62	nucleoporin 62
ENSG00000108559	4927	HGNC:8067	17p13.2	Q99567	NUP88	nucleoporin 88
ENSG00000110713	4928	HGNC:8068	11p15.4	P52948	NUP98	nucleoporin 98
ENSG00000143748	4931	HGNC:8070	1q42.11	O15381	NVL	nuclear VCP-like
ENSG00000162231	10482	HGNC:8071	11q12.3	Q9UBU9	NXF1	nuclear RNA export factor 1
ENSG00000147206	56000	HGNC:8073	Xq22.1	Q9H4D5	NXF3	nuclear RNA export factor 3
ENSG00000126952	55998	HGNC:8075	Xq22.1	Q9H1B4	NXF5	nuclear RNA export factor 5
ENSG00000144227	11249	HGNC:8076	2q22.1	O95156	NXPH2	neurexophilin 2
ENSG00000182575	11248	HGNC:8077	17q21.33	O95157	NXPH3	neurexophilin 3
ENSG00000182379	11247	HGNC:8078	12q13.3	O95158	NXPH4	neurexophilin 4
ENSG00000165694	90167	HGNC:8079	Xq26.2	Q6ZUT3	FRMD7	FERM domain containing 7
ENSG00000101892	23439	HGNC:808	Xq24	Q9UN42	ATP1B4	ATPase Na+/K+ transporting family member beta 4
ENSG00000188937	60506	HGNC:8082	Xp11.4	Q9GZU5	NYX	nyctalopin
ENSG00000089127	4938	HGNC:8086	12q24.2	P00973	OAS1	2'-5'-oligoadenylate synthetase 1
ENSG00000111335	4939	HGNC:8087	12q24.13	P29728	OAS2	2'-5'-oligoadenylate synthetase 2
ENSG00000111331	4940	HGNC:8088	12q24.13	Q9Y6K5	OAS3	2'-5'-oligoadenylate synthetase 3
ENSG00000135114	8638	HGNC:8090	12q24.31	Q15646	OASL	2'-5'-oligoadenylate synthetase like
ENSG00000065154	4942	HGNC:8091	10q26.13	P04181	OAT	ornithine aminotransferase
ENSG00000068354	4943	HGNC:8092	Xp11.23	Q3MII6	TBC1D25	TBC1 domain family member 25
